id,name,level,parent_id,parent_name,path,classification,decision_basis
1-1-2-5-3-1,冗余设计,6,1-1-2-5-3,可靠性设计,航空航天/研发设计/航天研发设计/环境与可靠性/可靠性设计/冗余设计,,
1-1-2-5-3-2,FMEA分析,6,1-1-2-5-3,可靠性设计,航空航天/研发设计/航天研发设计/环境与可靠性/可靠性设计/FMEA分析,,
1-1-2-5-3-3,FTA分析,6,1-1-2-5-3,可靠性设计,航空航天/研发设计/航天研发设计/环境与可靠性/可靠性设计/FTA分析,,
1-1-2-5-3-4,可靠性预计,6,1-1-2-5-3,可靠性设计,航空航天/研发设计/航天研发设计/环境与可靠性/可靠性设计/可靠性预计,,
1-2,原材料,2,1,航空航天,航空航天/原材料,,
1-2-1,金属材料,3,1-2,原材料,航空航天/原材料/金属材料,通用,铝合金、钛合金、高温合金等在航空和航天都有应用，不区分
1-2-1-1,铝合金,4,1-2-1,金属材料,航空航天/原材料/金属材料/铝合金,,
1-2-1-1-1,2xxx系铝合金,5,1-2-1-1,铝合金,航空航天/原材料/金属材料/铝合金/2xxx系铝合金,,
1-2-1-1-2,7xxx系铝合金,5,1-2-1-1,铝合金,航空航天/原材料/金属材料/铝合金/7xxx系铝合金,,
1-2-1-1-3,铝锂合金,5,1-2-1-1,铝合金,航空航天/原材料/金属材料/铝合金/铝锂合金,,
1-2-1-1-4,铸造铝合金,5,1-2-1-1,铝合金,航空航天/原材料/金属材料/铝合金/铸造铝合金,,
1-2-1-2,钛合金,4,1-2-1,金属材料,航空航天/原材料/金属材料/钛合金,,
1-2-1-2-1,α钛合金,5,1-2-1-2,钛合金,航空航天/原材料/金属材料/钛合金/α钛合金,,
1-2-1-2-2,α+β钛合金,5,1-2-1-2,钛合金,航空航天/原材料/金属材料/钛合金/α+β钛合金,,
1-2-1-2-3,β钛合金,5,1-2-1-2,钛合金,航空航天/原材料/金属材料/钛合金/β钛合金,,
1-2-1-2-4,钛基复合材料,5,1-2-1-2,钛合金,航空航天/原材料/金属材料/钛合金/钛基复合材料,,
1-2-1-3,高温合金,4,1-2-1,金属材料,航空航天/原材料/金属材料/高温合金,,
1-2-1-3-1,镍基高温合金,5,1-2-1-3,高温合金,航空航天/原材料/金属材料/高温合金/镍基高温合金,,
1-2-1-3-2,钴基高温合金,5,1-2-1-3,高温合金,航空航天/原材料/金属材料/高温合金/钴基高温合金,,
1-2-1-3-3,铁基高温合金,5,1-2-1-3,高温合金,航空航天/原材料/金属材料/高温合金/铁基高温合金,,
1-2-1-3-4,单晶高温合金,5,1-2-1-3,高温合金,航空航天/原材料/金属材料/高温合金/单晶高温合金,,
1-2-1-4,超高强度钢,4,1-2-1,金属材料,航空航天/原材料/金属材料/超高强度钢,,
1-2-1-4-1,低合金超高强度钢,5,1-2-1-4,超高强度钢,航空航天/原材料/金属材料/超高强度钢/低合金超高强度钢,,
1-2-1-4-2,高合金超高强度钢,5,1-2-1-4,超高强度钢,航空航天/原材料/金属材料/超高强度钢/高合金超高强度钢,,
1-2-1-4-3,马氏体时效钢,5,1-2-1-4,超高强度钢,航空航天/原材料/金属材料/超高强度钢/马氏体时效钢,,
1-2-1-4-4,航空不锈钢,5,1-2-1-4,超高强度钢,航空航天/原材料/金属材料/超高强度钢/航空不锈钢,,
1-2-1-5,镁合金,4,1-2-1,金属材料,航空航天/原材料/金属材料/镁合金,,
1-2-1-5-1,铸造镁合金,5,1-2-1-5,镁合金,航空航天/原材料/金属材料/镁合金/铸造镁合金,,
1-2-1-5-2,变形镁合金,5,1-2-1-5,镁合金,航空航天/原材料/金属材料/镁合金/变形镁合金,,
1-2-1-5-3,稀土镁合金,5,1-2-1-5,镁合金,航空航天/原材料/金属材料/镁合金/稀土镁合金,,
1-2-1-5-4,镁基复合材料,5,1-2-1-5,镁合金,航空航天/原材料/金属材料/镁合金/镁基复合材料,,
1-2-2,复合材料,3,1-2,原材料,航空航天/原材料/复合材料,通用,碳纤维复合材料在航空（机翼、机身）和航天（卫星结构）都有应用
1-2-2-1,碳纤维复合材料,4,1-2-2,复合材料,航空航天/原材料/复合材料/碳纤维复合材料,,
1-2-2-1-1,T300级碳纤维,5,1-2-2-1,碳纤维复合材料,航空航天/原材料/复合材料/碳纤维复合材料/T300级碳纤维,,
1-2-2-1-2,T700级碳纤维,5,1-2-2-1,碳纤维复合材料,航空航天/原材料/复合材料/碳纤维复合材料/T700级碳纤维,,
1-2-2-1-3,T800级碳纤维,5,1-2-2-1,碳纤维复合材料,航空航天/原材料/复合材料/碳纤维复合材料/T800级碳纤维,,
1-2-2-1-4,T1000级碳纤维,5,1-2-2-1,碳纤维复合材料,航空航天/原材料/复合材料/碳纤维复合材料/T1000级碳纤维,,
1-2-2-1-5,M系列碳纤维,5,1-2-2-1,碳纤维复合材料,航空航天/原材料/复合材料/碳纤维复合材料/M系列碳纤维,,
1-2-2-2,玻璃纤维复合材料,4,1-2-2,复合材料,航空航天/原材料/复合材料/玻璃纤维复合材料,,
1-2-2-2-1,E玻璃纤维,5,1-2-2-2,玻璃纤维复合材料,航空航天/原材料/复合材料/玻璃纤维复合材料/E玻璃纤维,,
1-2-2-2-2,S玻璃纤维,5,1-2-2-2,玻璃纤维复合材料,航空航天/原材料/复合材料/玻璃纤维复合材料/S玻璃纤维,,
1-2-2-2-3,高强玻璃纤维,5,1-2-2-2,玻璃纤维复合材料,航空航天/原材料/复合材料/玻璃纤维复合材料/高强玻璃纤维,,
1-2-2-2-4,石英纤维,5,1-2-2-2,玻璃纤维复合材料,航空航天/原材料/复合材料/玻璃纤维复合材料/石英纤维,,
1-2-2-3,芳纶复合材料,4,1-2-2,复合材料,航空航天/原材料/复合材料/芳纶复合材料,,
1-2-2-3-1,芳纶1414,5,1-2-2-3,芳纶复合材料,航空航天/原材料/复合材料/芳纶复合材料/芳纶1414,,
1-2-2-3-2,芳纶1313,5,1-2-2-3,芳纶复合材料,航空航天/原材料/复合材料/芳纶复合材料/芳纶1313,,
1-2-2-3-3,芳纶纸蜂窝,5,1-2-2-3,芳纶复合材料,航空航天/原材料/复合材料/芳纶复合材料/芳纶纸蜂窝,,
1-2-2-3-4,芳纶纤维布,5,1-2-2-3,芳纶复合材料,航空航天/原材料/复合材料/芳纶复合材料/芳纶纤维布,,
1-2-2-4,树脂基体,4,1-2-2,复合材料,航空航天/原材料/复合材料/树脂基体,,
1-2-2-4-1,环氧树脂,5,1-2-2-4,树脂基体,航空航天/原材料/复合材料/树脂基体/环氧树脂,,
1-2-2-4-2,双马来酰亚胺树脂,5,1-2-2-4,树脂基体,航空航天/原材料/复合材料/树脂基体/双马来酰亚胺树脂,,
1-2-2-4-3,聚酰亚胺树脂,5,1-2-2-4,树脂基体,航空航天/原材料/复合材料/树脂基体/聚酰亚胺树脂,,
1-2-2-4-4,酚醛树脂,5,1-2-2-4,树脂基体,航空航天/原材料/复合材料/树脂基体/酚醛树脂,,
1-2-2-5,陶瓷基复合材料,4,1-2-2,复合材料,航空航天/原材料/复合材料/陶瓷基复合材料,,
1-2-2-5-1,碳碳复合材料,5,1-2-2-5,陶瓷基复合材料,航空航天/原材料/复合材料/陶瓷基复合材料/碳碳复合材料,,
1-2-2-5-2,碳化硅基复合材料,5,1-2-2-5,陶瓷基复合材料,航空航天/原材料/复合材料/陶瓷基复合材料/碳化硅基复合材料,,
1-2-2-5-3,氧化物基复合材料,5,1-2-2-5,陶瓷基复合材料,航空航天/原材料/复合材料/陶瓷基复合材料/氧化物基复合材料,,
1-2-3,特种材料,3,1-2,原材料,航空航天/原材料/特种材料,通用,
1-2-3-1,透明材料,4,1-2-3,特种材料,航空航天/原材料/特种材料/透明材料,,
1-2-3-1-1,航空有机玻璃,5,1-2-3-1,透明材料,航空航天/原材料/特种材料/透明材料/航空有机玻璃,,
1-2-3-1-2,层压玻璃,5,1-2-3-1,透明材料,航空航天/原材料/特种材料/透明材料/层压玻璃,,
1-2-3-1-3,聚碳酸酯,5,1-2-3-1,透明材料,航空航天/原材料/特种材料/透明材料/聚碳酸酯,,
1-2-3-1-4,透明装甲,5,1-2-3-1,透明材料,航空航天/原材料/特种材料/透明材料/透明装甲,,
1-2-3-2,密封材料,4,1-2-3,特种材料,航空航天/原材料/特种材料/密封材料,,
1-2-3-2-1,橡胶密封件,5,1-2-3-2,密封材料,航空航天/原材料/特种材料/密封材料/橡胶密封件,,
1-2-3-2-2,硅胶密封剂,5,1-2-3-2,密封材料,航空航天/原材料/特种材料/密封材料/硅胶密封剂,,
1-2-3-2-3,聚硫密封剂,5,1-2-3-2,密封材料,航空航天/原材料/特种材料/密封材料/聚硫密封剂,,
1-2-3-2-4,氟硅密封剂,5,1-2-3-2,密封材料,航空航天/原材料/特种材料/密封材料/氟硅密封剂,,
1-2-3-3,涂层材料,4,1-2-3,特种材料,航空航天/原材料/特种材料/涂层材料,,
1-2-3-3-1,防腐涂层,5,1-2-3-3,涂层材料,航空航天/原材料/特种材料/涂层材料/防腐涂层,,
1-2-3-3-2,隔热涂层,5,1-2-3-3,涂层材料,航空航天/原材料/特种材料/涂层材料/隔热涂层,,
1-2-3-3-3,隐身涂层,5,1-2-3-3,涂层材料,航空航天/原材料/特种材料/涂层材料/隐身涂层,,
1-2-3-3-4,防冰涂层,5,1-2-3-3,涂层材料,航空航天/原材料/特种材料/涂层材料/防冰涂层,,
1-2-3-4,功能材料,4,1-2-3,特种材料,航空航天/原材料/特种材料/功能材料,,
1-2-3-4-1,阻尼材料,5,1-2-3-4,功能材料,航空航天/原材料/特种材料/功能材料/阻尼材料,,
1-2-3-4-2,吸波材料,5,1-2-3-4,功能材料,航空航天/原材料/特种材料/功能材料/吸波材料,,
1-2-3-4-3,透波材料,5,1-2-3-4,功能材料,航空航天/原材料/特种材料/功能材料/透波材料,,
1-2-3-4-4,智能材料,5,1-2-3-4,功能材料,航空航天/原材料/特种材料/功能材料/智能材料,,
1-2-4,标准件与辅助材料,3,1-2,原材料,航空航天/原材料/标准件与辅助材料,通用,依据国标3743和零部件分类标准，标准件具有完全互换性
1-2-4-1,紧固件材料,4,1-2-4,标准件与辅助材料,航空航天/原材料/标准件与辅助材料/紧固件材料,,
1-2-4-1-1,钛合金紧固件,5,1-2-4-1,紧固件材料,航空航天/原材料/标准件与辅助材料/紧固件材料/钛合金紧固件,,
1-2-4-1-2,高强度钢紧固件,5,1-2-4-1,紧固件材料,航空航天/原材料/标准件与辅助材料/紧固件材料/高强度钢紧固件,,
1-2-4-1-3,高温合金紧固件,5,1-2-4-1,紧固件材料,航空航天/原材料/标准件与辅助材料/紧固件材料/高温合金紧固件,,
1-2-4-1-4,复合材料紧固件,5,1-2-4-1,紧固件材料,航空航天/原材料/标准件与辅助材料/紧固件材料/复合材料紧固件,,
1-2-4-2,焊接材料,4,1-2-4,标准件与辅助材料,航空航天/原材料/标准件与辅助材料/焊接材料,,
1-2-4-2-1,焊丝,5,1-2-4-2,焊接材料,航空航天/原材料/标准件与辅助材料/焊接材料/焊丝,,
1-2-4-2-2,焊条,5,1-2-4-2,焊接材料,航空航天/原材料/标准件与辅助材料/焊接材料/焊条,,
1-2-4-2-3,钎料,5,1-2-4-2,焊接材料,航空航天/原材料/标准件与辅助材料/焊接材料/钎料,,
1-2-4-2-4,保护气体,5,1-2-4-2,焊接材料,航空航天/原材料/标准件与辅助材料/焊接材料/保护气体,,
1-2-4-3,胶粘剂,4,1-2-4,标准件与辅助材料,航空航天/原材料/标准件与辅助材料/胶粘剂,,
1-2-4-3-1,结构胶,5,1-2-4-3,胶粘剂,航空航天/原材料/标准件与辅助材料/胶粘剂/结构胶,,
1-2-4-3-2,密封胶,5,1-2-4-3,胶粘剂,航空航天/原材料/标准件与辅助材料/胶粘剂/密封胶,,
1-2-4-3-3,发泡胶,5,1-2-4-3,胶粘剂,航空航天/原材料/标准件与辅助材料/胶粘剂/发泡胶,,
1-2-4-3-4,导电胶,5,1-2-4-3,胶粘剂,航空航天/原材料/标准件与辅助材料/胶粘剂/导电胶,,
1-2-5,航天专用材料,3,1-2,原材料,航空航天/原材料/航天专用材料,航天专用,基于调研：烧蚀防热材料、推进剂、空间环境材料为航天特有
1-2-5-1,防热材料,4,1-2-5,航天专用材料,航空航天/原材料/航天专用材料/防热材料,,
1-2-5-1-1,烧蚀防热材料,5,1-2-5-1,防热材料,航空航天/原材料/航天专用材料/防热材料/烧蚀防热材料,,
1-2-5-1-1-1,碳酚醛材料,6,1-2-5-1-1,烧蚀防热材料,航空航天/原材料/航天专用材料/防热材料/烧蚀防热材料/碳酚醛材料,,
1-2-5-1-1-2,硅酚醛材料,6,1-2-5-1-1,烧蚀防热材料,航空航天/原材料/航天专用材料/防热材料/烧蚀防热材料/硅酚醛材料,,
1-2-5-1-1-3,高硅氧酚醛材料,6,1-2-5-1-1,烧蚀防热材料,航空航天/原材料/航天专用材料/防热材料/烧蚀防热材料/高硅氧酚醛材料,,
1-2-5-1-1-4,碳碳烧蚀材料,6,1-2-5-1-1,烧蚀防热材料,航空航天/原材料/航天专用材料/防热材料/烧蚀防热材料/碳碳烧蚀材料,,
1-2-5-1-2,隔热材料,5,1-2-5-1,防热材料,航空航天/原材料/航天专用材料/防热材料/隔热材料,,
1-2-5-1-2-1,陶瓷隔热瓦,6,1-2-5-1-2,隔热材料,航空航天/原材料/航天专用材料/防热材料/隔热材料/陶瓷隔热瓦,,
1-2-5-1-2-2,气凝胶隔热材料,6,1-2-5-1-2,隔热材料,航空航天/原材料/航天专用材料/防热材料/隔热材料/气凝胶隔热材料,,
1-2-5-1-2-3,多层隔热材料,6,1-2-5-1-2,隔热材料,航空航天/原材料/航天专用材料/防热材料/隔热材料/多层隔热材料,,
1-2-5-1-2-4,泡沫隔热材料,6,1-2-5-1-2,隔热材料,航空航天/原材料/航天专用材料/防热材料/隔热材料/泡沫隔热材料,,
1-2-5-1-3,热结构材料,5,1-2-5-1,防热材料,航空航天/原材料/航天专用材料/防热材料/热结构材料,,
1-2-5-1-3-1,碳碳热结构,6,1-2-5-1-3,热结构材料,航空航天/原材料/航天专用材料/防热材料/热结构材料/碳碳热结构,,
1-2-5-1-3-2,碳化硅复合材料,6,1-2-5-1-3,热结构材料,航空航天/原材料/航天专用材料/防热材料/热结构材料/碳化硅复合材料,,
1-2-5-1-3-3,超高温陶瓷,6,1-2-5-1-3,热结构材料,航空航天/原材料/航天专用材料/防热材料/热结构材料/超高温陶瓷,,
1-2-5-1-3-4,难熔金属合金,6,1-2-5-1-3,热结构材料,航空航天/原材料/航天专用材料/防热材料/热结构材料/难熔金属合金,,
1-2-5-2,推进剂,4,1-2-5,航天专用材料,航空航天/原材料/航天专用材料/推进剂,,
1-2-5-2-1,液体推进剂,5,1-2-5-2,推进剂,航空航天/原材料/航天专用材料/推进剂/液体推进剂,,
1-2-5-2-1-1,液氧煤油推进剂,6,1-2-5-2-1,液体推进剂,航空航天/原材料/航天专用材料/推进剂/液体推进剂/液氧煤油推进剂,,
1-2-5-2-1-2,液氢液氧推进剂,6,1-2-5-2-1,液体推进剂,航空航天/原材料/航天专用材料/推进剂/液体推进剂/液氢液氧推进剂,,
1-2-5-2-1-3,液氧甲烷推进剂,6,1-2-5-2-1,液体推进剂,航空航天/原材料/航天专用材料/推进剂/液体推进剂/液氧甲烷推进剂,,
1-2-5-2-1-4,四氧化二氮偏二甲肼推进剂,6,1-2-5-2-1,液体推进剂,航空航天/原材料/航天专用材料/推进剂/液体推进剂/四氧化二氮偏二甲肼推进剂,,
1-2-5-2-2,固体推进剂,5,1-2-5-2,推进剂,航空航天/原材料/航天专用材料/推进剂/固体推进剂,,
1-2-5-2-2-1,复合固体推进剂,6,1-2-5-2-2,固体推进剂,航空航天/原材料/航天专用材料/推进剂/固体推进剂/复合固体推进剂,,
1-2-5-2-2-2,双基推进剂,6,1-2-5-2-2,固体推进剂,航空航天/原材料/航天专用材料/推进剂/固体推进剂/双基推进剂,,
1-2-5-2-2-3,改性双基推进剂,6,1-2-5-2-2,固体推进剂,航空航天/原材料/航天专用材料/推进剂/固体推进剂/改性双基推进剂,,
1-2-5-2-2-4,NEPE推进剂,6,1-2-5-2-2,固体推进剂,航空航天/原材料/航天专用材料/推进剂/固体推进剂/NEPE推进剂,,
1-2-5-2-3,低温推进剂,5,1-2-5-2,推进剂,航空航天/原材料/航天专用材料/推进剂/低温推进剂,,
1-2-5-2-3-1,液氢,6,1-2-5-2-3,低温推进剂,航空航天/原材料/航天专用材料/推进剂/低温推进剂/液氢,,
1-2-5-2-3-2,液氧,6,1-2-5-2-3,低温推进剂,航空航天/原材料/航天专用材料/推进剂/低温推进剂/液氧,,
1-2-5-2-3-3,液态甲烷,6,1-2-5-2-3,低温推进剂,航空航天/原材料/航天专用材料/推进剂/低温推进剂/液态甲烷,,
1-2-5-2-3-4,液氟,6,1-2-5-2-3,低温推进剂,航空航天/原材料/航天专用材料/推进剂/低温推进剂/液氟,,
1-2-5-2-4,绿色推进剂,5,1-2-5-2,推进剂,航空航天/原材料/航天专用材料/推进剂/绿色推进剂,,
1-2-5-2-4-1,过氧化氢推进剂,6,1-2-5-2-4,绿色推进剂,航空航天/原材料/航天专用材料/推进剂/绿色推进剂/过氧化氢推进剂,,
1-2-5-2-4-2,硝酸羟胺基推进剂,6,1-2-5-2-4,绿色推进剂,航空航天/原材料/航天专用材料/推进剂/绿色推进剂/硝酸羟胺基推进剂,,
1-2-5-2-4-3,离子液体推进剂,6,1-2-5-2-4,绿色推进剂,航空航天/原材料/航天专用材料/推进剂/绿色推进剂/离子液体推进剂,,
1-2-5-2-4-4,ADN基推进剂,6,1-2-5-2-4,绿色推进剂,航空航天/原材料/航天专用材料/推进剂/绿色推进剂/ADN基推进剂,,
1-2-5-3,空间环境材料,4,1-2-5,航天专用材料,航空航天/原材料/航天专用材料/空间环境材料,,
1-2-5-3-1,抗辐射材料,5,1-2-5-3,空间环境材料,航空航天/原材料/航天专用材料/空间环境材料/抗辐射材料,,
1-2-5-3-1-1,抗辐射屏蔽材料,6,1-2-5-3-1,抗辐射材料,航空航天/原材料/航天专用材料/空间环境材料/抗辐射材料/抗辐射屏蔽材料,,
1-2-5-3-1-2,抗辐射涂层,6,1-2-5-3-1,抗辐射材料,航空航天/原材料/航天专用材料/空间环境材料/抗辐射材料/抗辐射涂层,,
1-2-5-3-1-3,抗辐射玻璃,6,1-2-5-3-1,抗辐射材料,航空航天/原材料/航天专用材料/空间环境材料/抗辐射材料/抗辐射玻璃,,
1-2-5-3-1-4,抗辐射电子材料,6,1-2-5-3-1,抗辐射材料,航空航天/原材料/航天专用材料/空间环境材料/抗辐射材料/抗辐射电子材料,,
1-2-5-3-2,原子氧防护材料,5,1-2-5-3,空间环境材料,航空航天/原材料/航天专用材料/空间环境材料/原子氧防护材料,,
1-2-5-3-2-1,原子氧防护涂层,6,1-2-5-3-2,原子氧防护材料,航空航天/原材料/航天专用材料/空间环境材料/原子氧防护材料/原子氧防护涂层,,
1-2-5-3-2-2,原子氧防护薄膜,6,1-2-5-3-2,原子氧防护材料,航空航天/原材料/航天专用材料/空间环境材料/原子氧防护材料/原子氧防护薄膜,,
1-2-5-3-2-3,原子氧防护复合材料,6,1-2-5-3-2,原子氧防护材料,航空航天/原材料/航天专用材料/空间环境材料/原子氧防护材料/原子氧防护复合材料,,
1-2-5-3-2-4,自修复材料,6,1-2-5-3-2,原子氧防护材料,航空航天/原材料/航天专用材料/空间环境材料/原子氧防护材料/自修复材料,,
1-2-5-3-3,空间润滑材料,5,1-2-5-3,空间环境材料,航空航天/原材料/航天专用材料/空间环境材料/空间润滑材料,,
1-2-5-3-3-1,固体润滑材料,6,1-2-5-3-3,空间润滑材料,航空航天/原材料/航天专用材料/空间环境材料/空间润滑材料/固体润滑材料,,
1-2-5-3-3-2,液体润滑材料,6,1-2-5-3-3,空间润滑材料,航空航天/原材料/航天专用材料/空间环境材料/空间润滑材料/液体润滑材料,,
1-2-5-3-3-3,自润滑复合材料,6,1-2-5-3-3,空间润滑材料,航空航天/原材料/航天专用材料/空间环境材料/空间润滑材料/自润滑复合材料,,
1-2-5-3-3-4,真空润滑涂层,6,1-2-5-3-3,空间润滑材料,航空航天/原材料/航天专用材料/空间环境材料/空间润滑材料/真空润滑涂层,,
1-3,零部件与分系统,2,1,航空航天,航空航天/零部件与分系统,,
1-3-1,标准件与通用零部件,3,1-3,零部件与分系统,航空航天/零部件与分系统/标准件与通用零部件,通用,依据国标3743和零部件分类标准，标准件具有完全互换性
1-3-1-1,紧固件,4,1-3-1,标准件与通用零部件,航空航天/零部件与分系统/标准件与通用零部件/紧固件,,
1-3-1-1-1,航空航天螺栓,5,1-3-1-1,紧固件,航空航天/零部件与分系统/标准件与通用零部件/紧固件/航空航天螺栓,,
1-3-1-1-2,航空航天铆钉,5,1-3-1-1,紧固件,航空航天/零部件与分系统/标准件与通用零部件/紧固件/航空航天铆钉,,
1-3-1-1-3,航空航天销钉,5,1-3-1-1,紧固件,航空航天/零部件与分系统/标准件与通用零部件/紧固件/航空航天销钉,,
1-3-1-1-4,航空航天螺母,5,1-3-1-1,紧固件,航空航天/零部件与分系统/标准件与通用零部件/紧固件/航空航天螺母,,
1-3-1-1-5,航空航天垫片,5,1-3-1-1,紧固件,航空航天/零部件与分系统/标准件与通用零部件/紧固件/航空航天垫片,,
1-3-1-1-6,快卸锁,5,1-3-1-1,紧固件,航空航天/零部件与分系统/标准件与通用零部件/紧固件/快卸锁,,
1-3-1-2,连接件,4,1-3-1,标准件与通用零部件,航空航天/零部件与分系统/标准件与通用零部件/连接件,,
1-3-1-2-1,卡箍,5,1-3-1-2,连接件,航空航天/零部件与分系统/标准件与通用零部件/连接件/卡箍,,
1-3-1-2-2,支座,5,1-3-1-2,连接件,航空航天/零部件与分系统/标准件与通用零部件/连接件/支座,,
1-3-1-2-3,角片,5,1-3-1-2,连接件,航空航天/零部件与分系统/标准件与通用零部件/连接件/角片,,
1-3-1-2-4,接头,5,1-3-1-2,连接件,航空航天/零部件与分系统/标准件与通用零部件/连接件/接头,,
1-3-2,航空发动机及其部件,3,1-3,零部件与分系统,航空航天/零部件与分系统/航空发动机及其部件,航空专用,航空发动机（涡扇/涡喷/涡桨/涡轴）与火箭发动机原理差异大，应分开
1-3-2-1,涡扇发动机,4,1-3-2,航空发动机及其部件,航空航天/零部件与分系统/航空发动机及其部件/涡扇发动机,,
1-3-2-1-1,大涵道比涡扇发动机,5,1-3-2-1,涡扇发动机,航空航天/零部件与分系统/航空发动机及其部件/涡扇发动机/大涵道比涡扇发动机,,
1-3-2-1-2,中涵道比涡扇发动机,5,1-3-2-1,涡扇发动机,航空航天/零部件与分系统/航空发动机及其部件/涡扇发动机/中涵道比涡扇发动机,,
1-3-2-1-3,小涵道比涡扇发动机,5,1-3-2-1,涡扇发动机,航空航天/零部件与分系统/航空发动机及其部件/涡扇发动机/小涵道比涡扇发动机,,
1-3-2-2,涡喷发动机,4,1-3-2,航空发动机及其部件,航空航天/零部件与分系统/航空发动机及其部件/涡喷发动机,,
1-3-2-2-1,小推力涡喷发动机,5,1-3-2-2,涡喷发动机,航空航天/零部件与分系统/航空发动机及其部件/涡喷发动机/小推力涡喷发动机,,
1-3-2-2-2,中推力涡喷发动机,5,1-3-2-2,涡喷发动机,航空航天/零部件与分系统/航空发动机及其部件/涡喷发动机/中推力涡喷发动机,,
1-3-2-2-3,大推力涡喷发动机,5,1-3-2-2,涡喷发动机,航空航天/零部件与分系统/航空发动机及其部件/涡喷发动机/大推力涡喷发动机,,
1-3-2-2-4,加力式涡喷发动机,5,1-3-2-2,涡喷发动机,航空航天/零部件与分系统/航空发动机及其部件/涡喷发动机/加力式涡喷发动机,,
1-3-2-3,涡桨发动机,4,1-3-2,航空发动机及其部件,航空航天/零部件与分系统/航空发动机及其部件/涡桨发动机,,
1-3-2-3-1,小型涡桨发动机,5,1-3-2-3,涡桨发动机,航空航天/零部件与分系统/航空发动机及其部件/涡桨发动机/小型涡桨发动机,,
1-3-2-3-2,中型涡桨发动机,5,1-3-2-3,涡桨发动机,航空航天/零部件与分系统/航空发动机及其部件/涡桨发动机/中型涡桨发动机,,
1-3-2-3-3,大型涡桨发动机,5,1-3-2-3,涡桨发动机,航空航天/零部件与分系统/航空发动机及其部件/涡桨发动机/大型涡桨发动机,,
1-3-2-4,涡轴发动机,4,1-3-2,航空发动机及其部件,航空航天/零部件与分系统/航空发动机及其部件/涡轴发动机,,
1-3-2-4-1,小型涡轴发动机,5,1-3-2-4,涡轴发动机,航空航天/零部件与分系统/航空发动机及其部件/涡轴发动机/小型涡轴发动机,,
1-3-2-4-2,中型涡轴发动机,5,1-3-2-4,涡轴发动机,航空航天/零部件与分系统/航空发动机及其部件/涡轴发动机/中型涡轴发动机,,
1-3-2-4-3,大型涡轴发动机,5,1-3-2-4,涡轴发动机,航空航天/零部件与分系统/航空发动机及其部件/涡轴发动机/大型涡轴发动机,,
1-3-2-5,发动机核心部件,4,1-3-2,航空发动机及其部件,航空航天/零部件与分系统/航空发动机及其部件/发动机核心部件,,
1-3-2-5-1,压气机叶片,5,1-3-2-5,发动机核心部件,航空航天/零部件与分系统/航空发动机及其部件/发动机核心部件/压气机叶片,,
1-3-2-5-2,涡轮叶片,5,1-3-2-5,发动机核心部件,航空航天/零部件与分系统/航空发动机及其部件/发动机核心部件/涡轮叶片,,
1-3-2-5-3,燃烧室,5,1-3-2-5,发动机核心部件,航空航天/零部件与分系统/航空发动机及其部件/发动机核心部件/燃烧室,,
1-3-2-5-4,发动机机匣,5,1-3-2-5,发动机核心部件,航空航天/零部件与分系统/航空发动机及其部件/发动机核心部件/发动机机匣,,
1-3-2-5-5,发动机轴承,5,1-3-2-5,发动机核心部件,航空航天/零部件与分系统/航空发动机及其部件/发动机核心部件/发动机轴承,,
1-3-2-5-6,发动机密封件,5,1-3-2-5,发动机核心部件,航空航天/零部件与分系统/航空发动机及其部件/发动机核心部件/发动机密封件,,
1-3-2-5-7,风扇叶片,5,1-3-2-5,发动机核心部件,航空航天/零部件与分系统/航空发动机及其部件/发动机核心部件/风扇叶片,,
1-3-2-5-8,涡轮盘,5,1-3-2-5,发动机核心部件,航空航天/零部件与分系统/航空发动机及其部件/发动机核心部件/涡轮盘,,
1-3-2-6,辅助动力装置,4,1-3-2,航空发动机及其部件,航空航天/零部件与分系统/航空发动机及其部件/辅助动力装置,,
1-3-2-6-1,机载APU,5,1-3-2-6,辅助动力装置,航空航天/零部件与分系统/航空发动机及其部件/辅助动力装置/机载APU,,
1-3-2-6-2,地面APU,5,1-3-2-6,辅助动力装置,航空航天/零部件与分系统/航空发动机及其部件/辅助动力装置/地面APU,,
1-3-2-6-3,应急动力装置,5,1-3-2-6,辅助动力装置,航空航天/零部件与分系统/航空发动机及其部件/辅助动力装置/应急动力装置,,
1-3-2-6-4,起动发电机,5,1-3-2-6,辅助动力装置,航空航天/零部件与分系统/航空发动机及其部件/辅助动力装置/起动发电机,,
1-3-3,火箭发动机,3,1-3,零部件与分系统,航空航天/零部件与分系统/火箭发动机,航天专用,火箭发动机（液体/固体）与航空发动机原理差异大，应分开
1-3-3-1,液体火箭发动机,4,1-3-3,火箭发动机,航空航天/零部件与分系统/火箭发动机/液体火箭发动机,,
1-3-3-1-1,液氧煤油发动机,5,1-3-3-1,液体火箭发动机,航空航天/零部件与分系统/火箭发动机/液体火箭发动机/液氧煤油发动机,,
1-3-3-1-2,液氢液氧发动机,5,1-3-3-1,液体火箭发动机,航空航天/零部件与分系统/火箭发动机/液体火箭发动机/液氢液氧发动机,,
1-3-3-1-3,液氧甲烷发动机,5,1-3-3-1,液体火箭发动机,航空航天/零部件与分系统/火箭发动机/液体火箭发动机/液氧甲烷发动机,,
